Student ID,student_name,gender,grade,reading_score,math_score,school_name
21330,Barbara Rodriguez,M,9th,50.48,79.02,Bailey High School
21331,David Smith,F,11th,82.59,41.86,Bailey High School
21332,Karen Martinez,M,10th,65.49,100.0,Bailey High School
21333,Charles Hernandez,F,9th,42.94,83.05,Bailey High School
21334,John Thomas,M,12th,81.54,67.02,Bailey High School
21335,Elizabeth Johnson,M,11th,49.68,69.22,Bailey High School
21336,Charles Brown,F,12th,50.41,72.17,Bailey High School
21337,Jessica Garcia,F,9th,82.93,79.83,Bailey High School
21338,David Taylor,F,11th,53.55,92.87,Bailey High School
21339,Joseph Brown,F,10th,90.71,80.17,Bailey High School
21340,Linda Moore,M,12th,86.43,68.27,Bailey High School
21341,Susan Johnson,F,11th,50.26,74.84,Bailey High School
21342,Jessica Anderson,F,11th,57.32,72.49,Bailey High School
21343,Jennifer Rodriguez,M,9th,58.79,68.65,Bailey High School
21344,Barbara Martinez,F,11th,67.04,52.35,Bailey High School
21345,Michael Jones,M,11th,83.7,40.9,Bailey High School
21346,Linda Lopez,M,12th,86.73,44.42,Bailey High School
21347,James Martinez,M,11th,72.18,59.06,Bailey High School
21348,David Martin,M,9th,73.54,67.73,Bailey High School
21349,Robert Gonzalez,M,11th,63.98,53.7,Bailey High School
21350,Sarah Martinez,F,11th,82.07,51.7,Bailey High School
21351,Thomas Jackson,F,9th,70.33,77.96,Bailey High School
21352,Patricia Rodriguez,M,10th,51.32,82.4,Bailey High School
21353,Sarah Thomas,M,9th,83.41,75.52,Bailey High School
21354,Michael Lopez,M,10th,63.28,73.31,Bailey High School
21355,Patricia Lopez,F,10th,58.37,78.93,Bailey High School
21356,Barbara Brown,M,10th,73.8,84.28,Bailey High School
21357,Barbara Davis,F,12th,100.0,55.45,Bailey High School
21358,John Thomas,F,10th,69.06,81.12,Bailey High School
21359,Mary Garcia,F,10th,79.78,69.74,Bailey High School
21360,Thomas Lopez,M,11th,60.24,61.98,Bailey High School
21361,William Thomas,F,12th,98.35,72.35,Bailey High School
21362,Michael Davis,F,9th,77.17,67.1,Bailey High School
21363,Michael Jones,M,9th,87.59,100.0,Bailey High School
21364,Michael Moore,M,11th,85.1,56.93,Bailey High School
21365,Sarah Thomas,F,9th,79.38,75.88,Bailey High School
21366,Michael Johnson,F,9th,63.09,71.84,Bailey High School
21367,Thomas Davis,F,9th,63.78,74.42,Bailey High School
21368,Mary Moore,F,12th,66.86,92.87,Bailey High School
21369,Charles Martin,M,9th,92.1,54.52,Bailey High School
21370,William Lopez,F,12th,64.01,80.48,Bailey High School
21371,Charles Davis,F,12th,64.43,70.57,Bailey High School
21372,Linda Martinez,M,12th,69.06,67.87,Bailey High School
21373,Sarah Anderson,M,9th,54.72,64.75,Bailey High School
21374,David Wilson,F,9th,75.72,62.69,Bailey High School
21375,Joseph Wilson,F,9th,91.9,64.67,Bailey High School
21376,Barbara Brown,F,10th,66.88,78.0,Bailey High School
21377,John Lopez,M,9th,69.01,100.0,Bailey High School
21378,Michael Miller,F,9th,86.63,72.25,Bailey High School
21379,Charles Wilson,M,11th,81.14,100.0,Bailey High School
21380,James Miller,M,10th,92.34,79.98,Bailey High School
21381,Elizabeth Moore,M,9th,70.26,79.42,Bailey High School
21382,Richard Davis,M,11th,69.87,68.01,Bailey High School
21383,William Anderson,F,11th,85.74,74.08,Bailey High School
21384,Linda Smith,F,11th,59.44,78.43,Bailey High School
21385,John Jackson,F,11th,100.0,100.0,Bailey High School
21386,William Jackson,M,9th,75.52,96.93,Bailey High School
21387,Joseph Wilson,M,12th,93.72,73.41,Bailey High School
21388,James Williams,F,11th,69.9,57.7,Bailey High School
21389,Mary Smith,M,11th,97.3,83.0,Bailey High School
21390,Sarah Smith,F,12th,52.03,100.0,Bailey High School
21391,William Miller,M,9th,77.75,77.97,Bailey High School
21392,Richard Taylor,M,12th,50.24,64.68,Bailey High School
21393,Richard Gonzalez,F,11th,71.18,46.58,Bailey High School
21394,Elizabeth Garcia,M,12th,70.98,100.0,Bailey High School
21395,Robert Martinez,M,11th,79.92,72.62,Bailey High School
21396,Susan Hernandez,F,10th,78.81,82.76,Bailey High School
21397,Robert Brown,F,12th,70.9,58.7,Bailey High School
21398,John Wilson,M,9th,79.01,64.49,Bailey High School
21399,Richard Jones,M,11th,76.32,57.57,Bailey High School
21400,Barbara Martinez,F,9th,73.42,91.6,Bailey High School
21401,Mary Miller,M,10th,72.14,34.16,Bailey High School
21402,Michael Brown,M,10th,43.5,55.35,Bailey High School
21403,Barbara Brown,M,10th,81.54,62.73,Bailey High School
21404,Michael Martin,M,9th,94.11,75.94,Bailey High School
21405,Richard Davis,F,11th,79.14,81.03,Bailey High School
21406,Susan Williams,F,9th,73.94,54.86,Bailey High School
21407,Mary Martinez,F,9th,95.81,92.68,Bailey High School
21408,Jennifer Miller,M,9th,73.22,97.75,Bailey High School
21409,Jessica Garcia,F,12th,75.75,75.03,Bailey High School
21410,Jessica Lopez,F,10th,100.0,63.05,Bailey High School
21411,Joseph Williams,F,9th,58.21,46.82,Bailey High School
21412,Jessica Moore,F,11th,76.93,64.55,Bailey High School
21413,Joseph Garcia,M,11th,89.79,91.17,Bailey High School
21414,Thomas Johnson,F,10th,74.23,70.56,Bailey High School
21415,Mary Taylor,F,12th,67.82,90.1,Bailey High School
21416,Charles Jones,M,12th,67.85,55.7,Bailey High School
21417,Patricia Moore,F,9th,74.63,51.0,Bailey High School
21418,Linda Rodriguez,M,12th,63.58,58.4,Bailey High School
21419,Sarah Hernandez,M,11th,68.25,74.38,Bailey High School
21420,Jessica Thomas,F,12th,86.83,55.81,Bailey High School
21421,Patricia Rodriguez,F,10th,37.13,61.64,Bailey High School
21422,Richard Martin,F,9th,77.36,56.82,Bailey High School
21423,Linda Hernandez,F,10th,54.54,47.49,Bailey High School
21424,William Moore,M,12th,78.72,80.02,Bailey High School
21425,Karen Williams,M,11th,76.72,54.27,Bailey High School
21426,Sarah Jackson,F,10th,77.73,100.0,Bailey High School
21427,William Moore,F,12th,84.97,92.07,Bailey High School
21428,Jessica Wilson,F,10th,61.45,80.2,Bailey High School
21429,Charles Anderson,M,10th,77.17,80.04,Bailey High School
21430,Patricia Lopez,M,11th,81.77,73.96,Bailey High School
21431,Michael Hernandez,M,9th,91.58,65.93,Bailey High School
21432,Michael Martin,F,10th,73.13,80.92,Bailey High School
21433,John Brown,M,11th,65.28,63.38,Bailey High School
21434,Mary Martin,F,12th,46.06,75.38,Bailey High School
21435,Joseph Martin,F,12th,86.58,59.61,Bailey High School
21436,Barbara Taylor,M,10th,74.98,66.24,Bailey High School
21437,Sarah Davis,F,10th,48.1,68.17,Bailey High School
21438,Linda Jones,M,11th,67.03,80.62,Bailey High School
21439,William Martin,M,10th,75.66,75.98,Bailey High School
21440,Karen Jones,M,9th,49.82,53.5,Bailey High School
21441,Elizabeth Smith,F,11th,76.95,83.76,Bailey High School
21442,Patricia Thomas,M,12th,81.73,55.68,Bailey High School
21443,Sarah Lopez,F,9th,69.91,86.83,Bailey High School
21444,Karen Anderson,M,10th,91.29,72.7,Bailey High School
21445,Sarah Jones,M,12th,49.06,54.34,Bailey High School
21446,Susan Miller,F,11th,71.7,71.72,Bailey High School
21447,David Anderson,M,9th,65.15,62.48,Bailey High School
21448,David Miller,F,12th,73.1,58.01,Bailey High School
21449,Karen Martin,F,12th,62.24,82.75,Bailey High School
21450,Patricia Smith,F,9th,68.44,62.7,Bailey High School
21451,Mary Brown,M,10th,94.72,69.87,Bailey High School
21452,Robert Johnson,F,10th,77.17,53.27,Bailey High School
21453,Mary Moore,M,10th,51.07,74.61,Bailey High School
21454,Susan Williams,M,11th,80.68,76.23,Bailey High School
21455,Sarah Martinez,F,10th,65.38,77.76,Bailey High School
21456,Jennifer Johnson,M,12th,78.07,59.69,Bailey High School
21457,Karen Hernandez,F,12th,93.17,51.42,Bailey High School
21458,Sarah Wilson,F,10th,89.1,70.57,Bailey High School
21459,Karen Gonzalez,F,11th,68.03,86.69,Bailey High School
21460,Michael Martin,F,11th,89.59,72.45,Bailey High School
21461,Elizabeth Jackson,F,9th,89.65,86.82,Bailey High School
21462,Richard Johnson,M,11th,61.0,64.04,Bailey High School
21463,Karen Lopez,F,10th,77.43,54.61,Bailey High School
21464,Linda Moore,F,12th,44.84,49.06,Bailey High School
21465,Mary Thomas,M,9th,87.87,86.21,Bailey High School
21466,Linda Thomas,M,12th,88.65,86.52,Bailey High School
21467,Linda Gonzalez,M,10th,39.28,70.61,Bailey High School
21468,Jennifer Smith,M,9th,95.09,66.8,Bailey High School
21469,Mary Miller,M,11th,72.43,78.48,Bailey High School
21470,Richard Brown,F,9th,72.47,83.58,Bailey High School
21471,William Jackson,F,10th,88.16,78.69,Bailey High School
21472,Karen Williams,F,11th,77.6,64.93,Bailey High School
21473,Mary Thomas,M,12th,68.7,82.81,Bailey High School
21474,Elizabeth Lopez,M,11th,58.75,92.97,Bailey High School
21475,Sarah Johnson,M,12th,87.25,48.14,Bailey High School
21476,Susan Lopez,M,12th,58.9,87.87,Bailey High School
21477,Karen Davis,M,10th,88.03,77.73,Bailey High School
21478,Michael Gonzalez,F,10th,96.51,69.88,Bailey High School
21479,Joseph Wilson,M,10th,75.8,58.06,Bailey High School
21480,Robert Davis,F,10th,91.33,64.92,Bailey High School
21481,Sarah Jones,F,12th,67.32,75.25,Bailey High School
21482,William Martinez,M,10th,73.02,69.57,Bailey High School
21483,Thomas Williams,M,11th,53.56,84.82,Bailey High School
21484,James Miller,F,11th,66.34,60.77,Bailey High School
21485,Joseph Jackson,M,9th,66.56,65.48,Bailey High School
21486,Linda Hernandez,M,9th,61.14,50.92,Bailey High School
21487,Mary Martin,F,10th,70.55,78.92,Bailey High School
21488,Mary Hernandez,M,12th,68.37,57.41,Bailey High School
21489,Karen Taylor,M,9th,76.41,83.52,Bailey High School
21490,Elizabeth Jones,F,9th,90.45,78.34,Bailey High School
21491,John Rodriguez,M,10th,80.38,66.3,Bailey High School
21492,Karen Johnson,M,9th,63.78,59.1,Bailey High School
21493,Charles Taylor,F,11th,71.98,85.74,Bailey High School
21494,Barbara Martin,M,11th,86.13,65.76,Bailey High School
21495,William Brown,F,12th,48.17,80.71,Bailey High School
21496,Sarah Thomas,M,11th,93.78,86.64,Bailey High School
21497,Elizabeth Lopez,M,12th,52.85,91.3,Bailey High School
21498,David Jones,M,10th,27.0,86.03,Bailey High School
21499,Karen Hernandez,F,12th,98.09,60.28,Bailey High School
21500,Jessica Anderson,M,11th,50.18,69.9,Bailey High School
21501,Jennifer Gonzalez,M,11th,76.91,94.91,Bailey High School
21502,Jessica Williams,F,9th,59.11,82.8,Bailey High School
21503,Sarah Smith,F,9th,67.53,68.32,Bailey High School
21504,Thomas Martin,M,11th,78.38,61.7,Bailey High School
21505,Jennifer Rodriguez,M,10th,91.87,60.14,Bailey High School
21506,Patricia Miller,M,9th,82.42,70.06,Bailey High School
21507,David Williams,M,10th,87.86,44.47,Bailey High School
21508,Jessica Garcia,F,9th,86.78,70.5,Bailey High School
21509,Michael Lopez,F,12th,96.23,49.68,Bailey High School
21510,Michael Jackson,M,12th,83.37,44.22,Bailey High School
21511,Jessica Moore,M,9th,85.92,77.07,Bailey High School
21512,Elizabeth Smith,F,10th,69.55,82.92,Bailey High School
21513,Linda Williams,F,9th,54.83,67.22,Bailey High School
21514,Jessica Williams,F,11th,70.35,40.12,Bailey High School
21515,Mary Lopez,M,11th,70.76,55.08,Bailey High School
21516,Linda Jackson,M,11th,67.72,68.95,Bailey High School
21517,Sarah Martin,F,11th,64.83,62.52,Bailey High School
21518,Joseph Taylor,M,12th,89.5,81.02,Bailey High School
21519,Sarah Moore,F,12th,71.87,36.27,Bailey High School
21520,William Jones,M,11th,71.89,64.52,Bailey High School
21521,David Brown,F,10th,64.42,45.1,Bailey High School
21522,Elizabeth Brown,M,11th,77.9,46.79,Bailey High School
21523,John Thomas,F,9th,57.6,53.98,Bailey High School
21524,David Rodriguez,M,12th,58.19,74.44,Bailey High School
21525,James Martinez,M,11th,84.13,87.62,Bailey High School
21526,Barbara Johnson,F,10th,16.72,79.45,Bailey High School
21527,Joseph Martin,F,9th,43.4,95.05,Bailey High School
21528,Jessica Johnson,M,9th,76.99,77.07,Bailey High School
21529,Richard Moore,M,10th,62.1,82.83,Bailey High School
21530,Charles Hernandez,F,9th,51.3,71.82,Bailey High School
21531,Susan Williams,F,10th,92.19,100.0,Bailey High School
21532,William Jones,M,10th,69.92,62.46,Bailey High School
21533,Susan Miller,M,9th,60.44,60.52,Bailey High School
21534,Barbara Moore,M,12th,56.4,65.71,Bailey High School
21535,David Rodriguez,F,10th,36.05,70.33,Bailey High School
21536,David Moore,M,12th,84.68,69.28,Bailey High School
21537,Mary Martin,F,10th,100.0,31.99,Bailey High School
21538,Richard Anderson,M,11th,67.57,54.08,Bailey High School
21539,Linda Jones,M,12th,78.24,53.26,Bailey High School
21540,Robert Miller,F,9th,62.61,79.35,Bailey High School
21541,Barbara Martin,F,11th,75.13,70.03,Bailey High School
21542,Barbara Rodriguez,F,12th,55.54,84.21,Bailey High School
21543,Patricia Davis,F,10th,96.84,89.83,Bailey High School
21544,Charles Smith,F,9th,75.6,68.45,Bailey High School
21545,David Gonzalez,M,12th,45.98,75.05,Bailey High School
21546,Sarah Martin,M,9th,100.0,76.46,Bailey High School
21547,Elizabeth Gonzalez,F,9th,48.81,53.29,Bailey High School
21548,Barbara Gonzalez,M,9th,100.0,66.53,Bailey High School
21549,Mary Williams,F,9th,85.69,69.88,Bailey High School
21550,Thomas Jackson,F,11th,55.22,87.69,Bailey High School
21551,Barbara Thomas,F,11th,74.17,69.3,Bailey High School
21552,Karen Martin,F,12th,61.33,68.53,Bailey High School
21553,Elizabeth Anderson,M,11th,64.56,44.24,Bailey High School
21554,Linda Jackson,F,10th,86.97,70.27,Bailey High School
21555,Robert Lopez,F,9th,57.35,55.84,Bailey High School
21556,Elizabeth Wilson,F,9th,85.74,60.8,Bailey High School
21557,Barbara Gonzalez,M,12th,44.83,76.55,Bailey High School
21558,Thomas Smith,M,11th,100.0,62.38,Bailey High School
21559,Elizabeth Jones,M,10th,69.63,54.46,Bailey High School
21560,David Martinez,F,11th,65.12,56.53,Bailey High School
21561,Jennifer Anderson,F,9th,69.67,76.75,Bailey High School
21562,William Davis,M,10th,47.16,97.41,Bailey High School
21563,Jennifer Garcia,F,11th,58.65,48.45,Bailey High School
21564,Thomas Lopez,M,11th,35.48,60.26,Bailey High School
21565,Michael Jones,F,12th,54.27,47.89,Bailey High School
21566,Jessica Garcia,M,12th,77.91,94.52,Bailey High School
21567,Linda Williams,F,10th,94.55,68.08,Bailey High School
21568,Linda Miller,M,10th,72.59,76.79,Bailey High School
21569,Thomas Jackson,M,10th,53.39,89.2,Bailey High School
21570,Karen Wilson,F,9th,53.5,53.77,Bailey High School
21571,Jennifer Miller,M,12th,78.38,82.11,Bailey High School
21572,Robert Jackson,F,11th,99.57,36.1,Bailey High School
21573,Michael Rodriguez,M,10th,78.87,51.18,Bailey High School
21574,Barbara Anderson,F,9th,86.7,61.46,Bailey High School
21575,Joseph Thomas,M,10th,69.51,64.42,Bailey High School
21576,Karen Anderson,F,12th,60.8,75.45,Bailey High School
21577,Robert Lopez,M,9th,53.43,65.53,Bailey High School
21578,Patricia Williams,M,9th,86.28,81.16,Bailey High School
21579,James Gonzalez,M,10th,85.4,64.58,Bailey High School
21580,Robert Lopez,M,12th,76.06,95.9,Bailey High School
21581,Mary Garcia,F,10th,74.96,69.11,Bailey High School
21582,Robert Moore,F,12th,93.11,81.7,Bailey High School
21583,Robert Moore,M,12th,81.49,88.94,Bailey High School
21584,Jessica Taylor,M,12th,65.55,69.9,Bailey High School
21585,Mary Taylor,M,9th,68.49,60.35,Bailey High School
21586,Elizabeth Williams,M,12th,64.73,76.05,Bailey High School
21587,Susan Jackson,F,9th,75.88,86.07,Bailey High School
21588,Barbara Smith,F,10th,63.28,52.26,Bailey High School
21589,Michael Miller,F,9th,44.38,75.34,Bailey High School
21590,Richard Rodriguez,M,12th,66.4,64.07,Bailey High School
21591,Robert Brown,F,11th,57.34,73.73,Bailey High School
21592,Robert Martin,M,12th,86.84,61.89,Bailey High School
21593,Barbara Davis,F,9th,50.56,63.73,Bailey High School
21594,Richard Brown,F,11th,58.75,99.79,Bailey High School
21595,Karen Hernandez,M,9th,90.05,84.73,Bailey High School
21596,Joseph Wilson,F,11th,59.46,61.97,Bailey High School
21597,Sarah Martin,F,11th,84.3,59.62,Bailey High School
21598,James Smith,F,9th,73.98,66.4,Bailey High School
21599,David Martin,F,12th,67.78,58.07,Bailey High School
21600,Jennifer Jones,M,11th,63.01,66.96,Bailey High School
21601,Richard Martinez,F,9th,77.93,69.32,Bailey High School
21602,Jennifer Brown,F,10th,48.66,71.68,Bailey High School
21603,Patricia Miller,M,9th,67.03,59.23,Bailey High School
21604,Jessica Smith,F,9th,88.31,66.51,Bailey High School
21605,William Jackson,F,10th,74.06,65.45,Bailey High School
21606,Karen Anderson,M,11th,57.25,77.83,Bailey High School
21607,William Martin,F,12th,91.7,61.64,Bailey High School
21608,James Smith,F,9th,51.58,50.87,Bailey High School
21609,Jessica Jones,F,12th,50.69,75.65,Bailey High School
21610,William Smith,F,12th,85.34,77.01,Bailey High School
21611,Charles Thomas,F,12th,40.29,56.37,Bailey High School
21612,John Brown,F,9th,96.62,81.78,Bailey High School
21613,Barbara Miller,M,11th,71.21,60.24,Bailey High School
21614,Joseph Anderson,F,10th,77.57,83.8,Bailey High School
21615,Robert Johnson,M,11th,99.91,59.4,Bailey High School
21616,Barbara Jackson,F,10th,73.46,50.39,Bailey High School
21617,Robert Williams,F,12th,64.53,100.0,Bailey High School
21618,Jennifer Gonzalez,M,11th,82.14,63.01,Bailey High School
21619,Karen Anderson,M,11th,72.12,60.86,Bailey High School
21620,Patricia Martin,F,10th,83.74,53.44,Bailey High School
21621,Michael Moore,M,10th,74.79,41.98,Bailey High School
21622,Michael Lopez,M,12th,45.15,72.3,Bailey High School
21623,David Lopez,M,11th,76.94,73.46,Bailey High School
21624,Joseph Davis,F,11th,93.08,52.61,Bailey High School
21625,David Moore,M,12th,87.4,54.71,Bailey High School
21626,Elizabeth Davis,M,12th,71.14,66.37,Bailey High School
21627,Jennifer Williams,F,10th,43.6,75.93,Bailey High School
21628,Karen Lopez,F,9th,81.13,73.76,Bailey High School
21629,Thomas Williams,M,11th,81.09,62.68,Bailey High School
21630,Karen Moore,M,11th,82.9,73.48,Bailey High School
21631,Barbara Thomas,M,9th,89.11,100.0,Bailey High School
21632,Elizabeth Jackson,F,10th,45.03,75.1,Bailey High School
21633,William Wilson,M,11th,55.45,69.02,Bailey High School
21634,Karen Wilson,M,10th,61.69,68.03,Bailey High School
21635,Patricia Anderson,M,9th,94.22,50.54,Bailey High School
21636,Karen Johnson,F,12th,88.92,65.83,Bailey High School
21637,Sarah Johnson,M,10th,83.33,67.37,Bailey High School
21638,Sarah Davis,M,10th,73.95,78.62,Bailey High School
21639,Elizabeth Martin,F,9th,75.54,71.51,Bailey High School
21640,Patricia Martinez,F,12th,81.22,82.54,Bailey High School
21641,Elizabeth Williams,F,11th,75.37,75.45,Bailey High School
21642,Patricia Martinez,M,10th,86.53,30.11,Bailey High School
21643,Michael Lopez,M,11th,65.78,49.87,Bailey High School
21644,Michael Gonzalez,F,9th,64.46,57.8,Bailey High School
21645,Linda Gonzalez,M,9th,95.91,61.77,Bailey High School
21646,James Thomas,F,12th,52.25,49.98,Bailey High School
21647,Charles Jackson,M,12th,77.07,95.27,Bailey High School
21648,Richard Miller,M,11th,67.94,70.32,Bailey High School
21649,Joseph Garcia,F,12th,64.25,68.67,Bailey High School
21650,Patricia Martin,F,9th,78.87,84.29,Bailey High School
21651,David Jackson,F,12th,43.38,64.43,Bailey High School
21652,Mary Taylor,M,12th,54.78,58.31,Bailey High School
21653,Joseph Martin,M,12th,66.35,68.22,Bailey High School
21654,Sarah Lopez,M,11th,37.93,82.01,Bailey High School
21655,John Taylor,M,10th,46.78,83.14,Bailey High School
21656,Susan Garcia,F,9th,73.03,93.46,Bailey High School
21657,Patricia Davis,M,12th,42.95,88.1,Bailey High School
21658,Karen Williams,M,11th,75.66,60.91,Bailey High School
21659,Linda Gonzalez,F,9th,74.73,53.72,Bailey High School
21660,Charles Anderson,M,9th,63.35,85.66,Bailey High School
21661,Michael Williams,M,11th,76.49,52.01,Bailey High School
21662,Charles Martinez,M,11th,76.72,85.38,Bailey High School
21663,Jessica Wilson,F,11th,70.17,69.78,Bailey High School
21664,Linda Hernandez,M,11th,85.65,67.16,Bailey High School
21665,Charles Johnson,M,12th,69.85,87.2,Bailey High School
21666,Robert Hernandez,M,9th,57.58,70.18,Bailey High School
21667,Michael Davis,F,12th,81.22,91.19,Bailey High School
21668,Thomas Lopez,M,11th,75.7,58.34,Bailey High School
21669,Sarah Miller,M,11th,81.3,68.62,Bailey High School
21670,William Jackson,F,11th,68.29,89.68,Bailey High School
21671,Susan Jackson,F,12th,59.53,94.7,Bailey High School
21672,Karen Moore,M,10th,88.87,46.45,Bailey High School
21673,Joseph Brown,M,9th,56.86,45.79,Bailey High School
21674,Richard Jones,M,10th,60.96,53.05,Bailey High School
21675,Barbara Taylor,F,11th,68.16,42.57,Bailey High School
21676,Elizabeth Lopez,F,9th,53.77,66.97,Bailey High School
21677,Jennifer Martin,F,11th,71.27,43.95,Bailey High School
21678,Karen Lopez,M,10th,56.54,100.0,Bailey High School
21679,Richard Taylor,F,9th,41.35,92.9,Bailey High School
21680,Karen Martinez,F,11th,97.2,66.96,Bailey High School
21681,Charles Jones,F,9th,45.51,84.23,Bailey High School
21682,Robert Davis,M,12th,57.11,72.49,Bailey High School
21683,Thomas Williams,F,10th,70.68,67.79,Bailey High School
21684,Jessica Jackson,M,9th,60.46,76.34,Bailey High School
21685,Jennifer Martinez,F,10th,97.33,45.54,Bailey High School
21686,Jessica Gonzalez,F,12th,63.75,53.93,Bailey High School
21687,John Davis,M,10th,74.49,85.98,Bailey High School
21688,Karen Davis,M,12th,61.91,63.67,Bailey High School
21689,Michael Hernandez,M,10th,59.26,72.48,Bailey High School
21690,Karen Williams,M,12th,62.12,67.23,Bailey High School
21691,Michael Hernandez,F,12th,79.03,61.02,Bailey High School
21692,Thomas Moore,M,9th,46.44,69.01,Bailey High School
21693,William Gonzalez,F,9th,65.35,78.66,Bailey High School
21694,Joseph Jackson,M,9th,76.3,65.24,Bailey High School
21695,Joseph Miller,M,9th,70.52,62.69,Bailey High School
21696,John Davis,F,11th,87.56,66.76,Bailey High School
21697,Richard Thomas,M,12th,58.43,84.25,Bailey High School
21698,John Smith,M,11th,56.13,66.81,Bailey High School
21699,John Thomas,M,11th,74.84,57.6,Bailey High School
21700,James Moore,F,9th,50.56,55.86,Bailey High School
21701,Susan Miller,F,10th,91.97,63.31,Bailey High School
21702,John Thomas,F,10th,63.09,79.27,Bailey High School
21703,Jennifer Moore,F,11th,33.85,77.78,Bailey High School
21704,Richard Johnson,F,11th,75.48,85.07,Bailey High School
21705,Barbara Brown,M,12th,89.67,53.47,Bailey High School
21706,William Martin,M,9th,94.18,65.5,Bailey High School
21707,Robert Martinez,M,9th,85.14,70.38,Bailey High School
21708,Jennifer Smith,M,12th,80.84,99.68,Bailey High School
21709,Karen Jones,M,11th,29.21,73.44,Bailey High School
21710,Jennifer Jackson,F,9th,55.43,59.49,Bailey High School
21711,David Anderson,M,11th,71.54,69.34,Bailey High School
21712,Mary Anderson,F,11th,74.36,37.97,Bailey High School
21713,Michael Taylor,F,9th,60.57,86.09,Bailey High School
21714,Barbara Lopez,M,9th,100.0,85.55,Bailey High School
21715,Robert Martin,F,12th,64.85,77.25,Bailey High School
21716,Michael Johnson,M,12th,90.32,70.48,Bailey High School
21717,Richard Rodriguez,F,11th,100.0,64.9,Bailey High School
21718,Joseph Anderson,M,11th,53.59,96.13,Bailey High School
21719,James Martin,M,10th,94.03,77.01,Bailey High School
21720,John Smith,F,11th,71.74,63.56,Bailey High School
21721,Charles Martin,M,9th,59.97,80.54,Bailey High School
21722,Richard Anderson,M,9th,78.83,100.0,Bailey High School
21723,Richard Moore,F,9th,66.91,84.71,Bailey High School
21724,Thomas Smith,M,10th,85.03,70.76,Bailey High School
21725,Joseph Brown,M,10th,83.63,78.07,Bailey High School
21726,Mary Jackson,F,12th,100.0,63.17,Bailey High School
21727,Linda Thomas,M,9th,86.91,93.26,Bailey High School
21728,Linda Martinez,M,11th,82.01,24.52,Bailey High School
21729,Jessica Jones,M,11th,55.46,39.15,Bailey High School
21730,Charles Garcia,M,11th,80.1,85.72,Bailey High School
21731,Elizabeth Jones,M,12th,100.0,83.75,Bailey High School
21732,Charles Jackson,M,11th,61.68,77.47,Bailey High School
21733,Richard Anderson,F,12th,45.79,73.28,Bailey High School
21734,Linda Hernandez,F,9th,76.44,91.63,Bailey High School
21735,James Brown,F,10th,55.58,90.59,Bailey High School
21736,Richard Miller,F,12th,79.84,72.15,Bailey High School
21737,Michael Garcia,F,12th,62.29,48.4,Bailey High School
21738,Linda Lopez,F,11th,90.43,36.11,Bailey High School
21739,Sarah Anderson,F,9th,66.69,78.09,Bailey High School
21740,Jessica Smith,M,9th,73.19,84.34,Bailey High School
21741,Elizabeth Anderson,M,11th,49.92,83.34,Bailey High School
21742,Richard Jackson,M,12th,75.27,78.91,Bailey High School
21743,Richard Rodriguez,F,11th,100.0,71.49,Bailey High School
21744,Jessica Wilson,F,11th,82.96,94.64,Bailey High School
21745,William Moore,F,10th,91.82,72.1,Bailey High School
21746,Patricia Lopez,M,11th,58.3,90.9,Bailey High School
21747,Robert Hernandez,M,11th,77.97,70.32,Bailey High School
21748,Robert Jackson,F,9th,78.85,76.18,Bailey High School
21749,Michael Brown,F,10th,75.62,60.6,Bailey High School
21750,Linda Garcia,F,9th,77.03,78.55,Bailey High School
21751,Jennifer Brown,F,9th,56.97,75.07,Bailey High School
21752,Susan Williams,M,12th,91.97,57.3,Bailey High School
21753,Elizabeth Garcia,M,12th,57.05,83.77,Bailey High School
21754,Sarah Martinez,M,9th,63.87,89.49,Bailey High School
21755,William Thomas,F,11th,57.8,58.95,Bailey High School
21756,Karen Brown,M,12th,85.83,62.25,Bailey High School
21757,David Lopez,F,12th,73.25,70.54,Bailey High School
21758,Charles Martinez,F,12th,77.24,59.99,Bailey High School
21759,Michael Miller,F,11th,48.23,60.47,Bailey High School
21760,Sarah Williams,M,11th,84.52,85.43,Bailey High School
21761,Barbara Wilson,F,12th,75.56,71.53,Bailey High School
21762,Karen Johnson,F,11th,100.0,52.7,Bailey High School
21763,William Martinez,F,12th,61.49,72.03,Bailey High School
21764,Jennifer Taylor,F,11th,66.58,90.84,Bailey High School
21765,Joseph Smith,F,12th,100.0,87.71,Bailey High School
21766,Richard Martinez,F,9th,69.08,85.24,Bailey High School
21767,Barbara Thomas,M,12th,63.49,73.86,Bailey High School
21768,Mary Williams,F,12th,88.22,66.91,Bailey High School
21769,Linda Martin,M,10th,78.9,63.07,Bailey High School
21770,Joseph Jackson,M,10th,61.25,77.55,Bailey High School
21771,Sarah Smith,F,12th,66.01,71.28,Bailey High School
21772,Charles Johnson,F,10th,68.99,100.0,Bailey High School
21773,Robert Moore,M,11th,86.75,75.22,Bailey High School
21774,Jessica Martinez,M,9th,49.91,68.35,Bailey High School
21775,John Martinez,M,12th,72.65,64.52,Bailey High School
21776,Richard Martinez,F,10th,72.26,88.77,Bailey High School
21777,David Miller,F,10th,63.59,87.7,Bailey High School
21778,Mary Jackson,M,10th,61.14,32.43,Bailey High School
21779,Sarah Hernandez,M,11th,40.93,89.96,Bailey High School
21780,Thomas Williams,F,11th,64.32,69.23,Bailey High School
